user_id,plan_type,monthly_price,start_date,end_date,country,status
114,Free,0,2022-11-04,,US,Active
115,Free,0,2024-01-09,,AU,Active
116,Pro,15,2023-05-24,,US,Active
117,Pro,15,2023-08-22,,CA,Active
118,Free,0,2024-01-05,,CA,Active
119,Pro,15,2023-12-03,,CA,Active
120,Pro,15,2023-10-13,,US,Active
121,Free,0,2023-07-25,,AU,Active
122,Business,30,2022-03-29,,JP,Active
123,Free,0,2022-07-09,,JP,Active
124,Free,0,2022-11-05,2022-12-14,US,Churned
125,Business,30,2023-06-29,2023-09-19,UK,Churned
126,Pro,15,2022-10-14,2022-11-14,JP,Churned
127,Pro,15,2023-12-27,,AU,Active
128,Business,30,2023-11-12,,US,Active
129,Free,0,2023-03-28,,AU,Active
130,Business,30,2022-08-07,2023-04-18,JP,Churned
131,Business,30,2023-12-20,,UK,Active
132,Pro,15,2023-10-15,,US,Active
133,Pro,15,2023-09-06,,UK,Active
134,Business,30,2022-06-20,,US,Active
135,Pro,15,2023-07-03,,CA,Active
136,Free,0,2023-02-05,,AU,Active
137,Business,30,2022-08-19,,JP,Active
138,Pro,15,2024-04-26,2024-09-22,CA,Churned
139,Business,30,2023-03-07,,CA,Active
140,Pro,15,2022-11-08,,CA,Active
141,Pro,15,2024-01-20,,AU,Active
142,Pro,15,2023-06-27,,AU,Active
143,Free,0,2023-01-14,,CA,Active
144,Pro,15,2022-03-09,,AU,Active
145,Pro,15,2023-03-21,,JP,Active
146,Free,0,2022-11-02,,JP,Active
147,Pro,15,2022-11-15,,JP,Active
148,Business,30,2022-04-26,,UK,Active
149,Free,0,2024-04-03,2025-03-13,AU,Churned
150,Free,0,2023-01-05,,US,Active
151,Free,0,2022-04-10,2022-10-06,CA,Churned
152,Free,0,2022-02-26,2022-05-13,AU,Churned
153,Business,30,2022-04-03,2022-12-13,JP,Churned
154,Free,0,2022-09-16,,UK,Active
155,Pro,15,2023-06-20,,JP,Active
156,Pro,15,2023-07-20,,US,Active
157,Pro,15,2022-03-11,,US,Active
158,Free,0,2024-01-20,2024-09-19,CA,Churned
159,Free,0,2023-08-31,2023-10-18,UK,Churned
160,Pro,15,2022-09-27,,CA,Active
161,Free,0,2022-05-09,,UK,Active
162,Business,30,2022-07-12,,AU,Active
163,Free,0,2024-06-09,,CA,Active
164,Pro,15,2023-05-14,,CA,Active
165,Pro,15,2023-02-10,2023-12-18,US,Churned
166,Business,30,2023-07-28,2023-12-11,CA,Churned
167,Pro,15,2022-01-22,,UK,Active
168,Free,0,2023-11-05,2024-07-11,US,Churned
169,Free,0,2024-01-08,,CA,Active
170,Pro,15,2023-12-23,2024-09-10,US,Churned
171,Pro,15,2023-04-11,,US,Active
172,Free,0,2023-11-30,,UK,Active
173,Free,0,2022-03-04,,AU,Active
174,Free,0,2023-08-12,2023-12-27,US,Churned
175,Pro,15,2023-08-17,,JP,Active
176,Free,0,2023-04-14,,UK,Active
177,Free,0,2022-10-25,,CA,Active
178,Pro,15,2022-01-14,,US,Active
179,Pro,15,2022-10-13,,JP,Active
180,Pro,15,2022-11-08,,CA,Active
181,Pro,15,2024-02-09,2024-07-22,UK,Churned
182,Pro,15,2023-05-03,,US,Active
183,Business,30,2022-01-23,,UK,Active
184,Pro,15,2024-03-13,,CA,Active
185,Pro,15,2024-05-04,,CA,Active
186,Free,0,2023-11-10,,JP,Active
187,Pro,15,2024-03-15,,CA,Active
188,Pro,15,2023-09-23,,AU,Active
189,Pro,15,2024-03-18,,UK,Active
190,Free,0,2024-01-13,,US,Active
191,Free,0,2023-10-18,,US,Active
192,Pro,15,2022-11-15,,AU,Active
193,Pro,15,2024-01-29,,AU,Active
194,Pro,15,2023-02-08,,UK,Active
195,Business,30,2023-03-11,,AU,Active
196,Business,30,2024-03-22,,UK,Active
197,Business,30,2023-04-03,,JP,Active
198,Pro,15,2022-01-07,,UK,Active
199,Free,0,2022-12-17,,JP,Active
200,Business,30,2023-04-18,,CA,Active
201,Free,0,2022-05-27,,UK,Active
202,Free,0,2022-10-14,,US,Active
203,Business,30,2022-09-26,2023-08-25,JP,Churned
204,Pro,15,2023-10-24,,CA,Active
205,Pro,15,2024-01-26,,US,Active
206,Free,0,2024-02-19,2024-09-01,JP,Churned
207,Business,30,2022-01-07,,JP,Active
208,Pro,15,2023-01-01,,JP,Active
209,Business,30,2023-12-28,2024-06-28,JP,Churned
210,Pro,15,2023-02-01,,UK,Active
211,Pro,15,2024-04-14,,US,Active
212,Pro,15,2023-06-02,2024-03-05,AU,Churned
213,Pro,15,2023-05-02,,JP,Active
214,Free,0,2023-12-16,2024-04-29,JP,Churned
215,Free,0,2023-07-25,,CA,Active
216,Pro,15,2023-10-22,2024-06-11,US,Churned
217,Free,0,2022-09-28,,UK,Active
218,Free,0,2022-09-05,,CA,Active
219,Business,30,2024-01-03,,AU,Active
220,Free,0,2023-06-11,,CA,Active
221,Pro,15,2024-05-20,,JP,Active
222,Free,0,2023-09-29,,AU,Active
223,Business,30,2022-11-12,2023-08-06,CA,Churned
224,Pro,15,2023-04-14,,UK,Active
225,Pro,15,2024-05-27,2024-12-16,JP,Churned
226,Pro,15,2022-11-30,2023-02-07,JP,Churned
227,Pro,15,2022-06-22,,US,Active
228,Business,30,2022-01-08,,CA,Active
229,Free,0,2023-08-27,2024-07-04,JP,Churned
230,Pro,15,2022-03-22,,US,Active
231,Pro,15,2024-04-02,2025-02-19,US,Churned
232,Free,0,2022-12-10,2023-07-04,JP,Churned
233,Free,0,2022-01-24,,AU,Active
234,Pro,15,2023-03-08,2023-09-29,US,Churned
235,Free,0,2022-07-31,,US,Active
236,Free,0,2023-08-29,2024-08-04,US,Churned
237,Pro,15,2023-04-20,,UK,Active
238,Free,0,2023-04-09,2024-03-13,CA,Churned
239,Free,0,2024-04-26,,UK,Active
240,Pro,15,2024-05-10,,CA,Active
241,Business,30,2023-03-11,2023-08-31,UK,Churned
242,Pro,15,2023-01-31,,JP,Active
243,Free,0,2022-10-30,2022-11-29,UK,Churned
244,Free,0,2023-12-13,,US,Active
245,Free,0,2022-09-16,,US,Active
246,Pro,15,2024-02-16,,AU,Active
247,Free,0,2023-07-10,2024-04-13,US,Churned
248,Free,0,2023-06-09,,JP,Active
249,Free,0,2024-02-24,2024-07-02,UK,Churned
250,Pro,15,2023-02-03,,CA,Active
251,Pro,15,2022-12-14,,CA,Active
252,Free,0,2024-01-28,,AU,Active
253,Free,0,2022-10-14,,JP,Active
254,Free,0,2023-02-03,,CA,Active
255,Pro,15,2022-08-25,2023-04-15,CA,Churned
256,Free,0,2024-06-03,2025-01-19,JP,Churned
257,Free,0,2022-10-30,,UK,Active
258,Pro,15,2022-08-11,,AU,Active
259,Free,0,2024-04-18,2024-09-22,UK,Churned
260,Pro,15,2023-01-11,,US,Active
261,Pro,15,2023-04-24,2023-12-14,CA,Churned
262,Business,30,2022-11-09,,CA,Active
263,Free,0,2022-02-22,2023-01-13,UK,Churned
264,Free,0,2022-05-23,2023-04-13,US,Churned
265,Business,30,2024-03-24,,JP,Active
266,Pro,15,2022-03-06,,US,Active
267,Pro,15,2023-12-27,2024-10-02,CA,Churned
268,Free,0,2024-02-28,,AU,Active
269,Free,0,2024-04-12,,AU,Active
270,Pro,15,2022-10-29,2023-07-05,CA,Churned
271,Business,30,2023-06-27,2024-04-30,CA,Churned
272,Business,30,2023-03-06,2024-02-03,US,Churned
273,Free,0,2023-08-05,,CA,Active
274,Business,30,2022-02-04,,AU,Active
275,Free,0,2024-01-15,,US,Active
276,Free,0,2022-08-29,,JP,Active
277,Free,0,2022-03-18,,US,Active
278,Pro,15,2022-10-30,,US,Active
279,Business,30,2024-01-28,,UK,Active
280,Pro,15,2024-05-06,2024-06-20,JP,Churned
281,Pro,15,2024-04-18,,JP,Active
282,Pro,15,2023-07-09,,US,Active
283,Pro,15,2023-11-11,,UK,Active
284,Free,0,2023-02-03,,UK,Active
285,Business,30,2022-01-09,,UK,Active
286,Free,0,2022-04-25,,UK,Active
287,Free,0,2024-04-01,2024-05-21,JP,Churned
288,Pro,15,2022-09-30,,AU,Active
289,Pro,15,2022-02-27,,CA,Active
290,Pro,15,2023-10-04,,JP,Active
291,Free,0,2023-12-12,2024-08-01,JP,Churned
292,Pro,15,2022-09-22,,CA,Active
293,Business,30,2022-08-05,2022-12-12,US,Churned
294,Pro,15,2022-06-20,,US,Active
295,Pro,15,2023-08-11,,AU,Active
296,Pro,15,2022-09-11,,CA,Active
297,Pro,15,2023-10-05,2024-01-11,AU,Churned
298,Business,30,2022-05-21,,AU,Active
299,Free,0,2022-08-27,,CA,Active
300,Pro,15,2024-04-10,,US,Active
301,Pro,15,2022-05-23,,US,Active
302,Pro,15,2023-12-05,,AU,Active
303,Free,0,2023-12-20,2024-03-02,AU,Churned
304,Free,0,2022-10-05,,AU,Active
305,Pro,15,2022-02-25,,AU,Active
306,Free,0,2024-05-06,,CA,Active
307,Free,0,2022-08-27,,UK,Active
308,Pro,15,2024-04-13,,JP,Active
309,Business,30,2023-05-15,,UK,Active
310,Business,30,2023-03-22,,US,Active
311,Free,0,2022-04-08,,UK,Active
312,Pro,15,2022-10-21,,CA,Active
313,Free,0,2024-03-30,,US,Active
314,Free,0,2023-12-26,,AU,Active
315,Free,0,2024-03-23,,AU,Active
316,Business,30,2024-01-22,,CA,Active
317,Free,0,2023-01-07,2023-07-09,CA,Churned
318,Pro,15,2022-05-25,2022-09-22,AU,Churned
319,Pro,15,2023-11-23,,US,Active
320,Business,30,2023-01-21,,US,Active
321,Free,0,2022-01-08,,JP,Active
322,Free,0,2022-07-09,,UK,Active
323,Free,0,2024-02-11,,AU,Active
324,Pro,15,2023-10-20,,AU,Active
325,Business,30,2024-04-30,,UK,Active
326,Pro,15,2022-02-08,,AU,Active
327,Business,30,2024-03-15,,US,Active
328,Free,0,2022-06-06,2022-08-12,CA,Churned
329,Business,30,2022-04-13,,CA,Active
330,Free,0,2022-10-19,,US,Active
331,Pro,15,2023-08-10,,CA,Active
332,Business,30,2024-04-15,,CA,Active
333,Free,0,2023-07-07,2023-10-06,US,Churned
334,Pro,15,2024-06-14,,AU,Active
335,Free,0,2022-01-24,,CA,Active
336,Free,0,2023-02-01,2024-03-03,CA,Churned
337,Pro,15,2023-06-18,,UK,Active
338,Free,0,2023-06-30,,UK,Active
339,Pro,15,2023-07-02,2023-08-10,US,Churned
340,Business,30,2023-03-04,2024-01-01,JP,Churned
341,Pro,15,2022-10-31,,JP,Active
342,Business,30,2022-03-18,2022-06-20,JP,Churned
343,Free,0,2024-05-31,,US,Active
344,Pro,15,2024-06-15,2025-07-15,AU,Churned
345,Free,0,2022-08-05,,CA,Active
346,Free,0,2022-05-31,,AU,Active
347,Pro,15,2022-04-14,,CA,Active
348,Free,0,2023-05-14,2024-03-30,AU,Churned
349,Pro,15,2024-02-11,,AU,Active
350,Pro,15,2022-05-02,,JP,Active
351,Business,30,2023-10-07,2024-11-02,AU,Churned
352,Pro,15,2023-02-07,2023-12-21,US,Churned
353,Business,30,2023-04-21,2023-08-09,US,Churned
354,Free,0,2022-08-22,,US,Active
355,Free,0,2023-11-13,,UK,Active
356,Free,0,2023-04-03,,CA,Active
357,Free,0,2022-09-03,2022-10-19,CA,Churned
358,Business,30,2022-09-04,2023-03-02,CA,Churned
359,Business,30,2023-08-13,,CA,Active
360,Pro,15,2024-05-27,,AU,Active
361,Business,30,2024-04-01,,UK,Active
362,Free,0,2022-06-09,2022-07-18,UK,Churned
363,Pro,15,2022-09-08,,AU,Active
364,Pro,15,2024-05-20,2025-03-16,US,Churned
365,Business,30,2024-04-03,2025-04-03,UK,Churned
366,Business,30,2023-09-15,,JP,Active
367,Free,0,2023-01-28,,AU,Active
368,Free,0,2022-01-10,,UK,Active
369,Pro,15,2022-09-12,,UK,Active
370,Business,30,2024-03-10,,JP,Active
371,Free,0,2022-09-14,,JP,Active
372,Pro,15,2024-03-04,,CA,Active
373,Pro,15,2024-06-17,,US,Active
374,Pro,15,2023-05-07,,US,Active
375,Pro,15,2023-04-21,2024-05-10,US,Churned
376,Pro,15,2023-11-27,,AU,Active
377,Free,0,2024-04-25,,UK,Active
378,Pro,15,2023-07-30,,UK,Active
379,Pro,15,2024-04-29,,US,Active
380,Business,30,2024-04-05,,US,Active
381,Business,30,2022-04-29,,UK,Active
382,Free,0,2023-09-20,,US,Active
383,Pro,15,2022-03-21,,JP,Active
384,Free,0,2023-03-16,,UK,Active
385,Business,30,2022-05-13,2022-10-28,JP,Churned
386,Free,0,2023-04-18,2023-11-04,JP,Churned
387,Pro,15,2023-09-23,,US,Active
388,Business,30,2024-03-15,2024-10-05,US,Churned
389,Business,30,2022-04-08,,AU,Active
390,Pro,15,2022-05-26,,UK,Active
391,Business,30,2022-07-06,,UK,Active
392,Pro,15,2023-03-24,,US,Active
393,Free,0,2022-04-30,,JP,Active
394,Business,30,2022-08-24,2023-03-02,JP,Churned
395,Pro,15,2023-07-09,2024-01-30,JP,Churned
396,Pro,15,2022-06-12,,JP,Active
397,Free,0,2022-10-21,,UK,Active
398,Pro,15,2023-04-25,,US,Active
399,Free,0,2023-05-30,,US,Active
400,Pro,15,2023-01-12,,JP,Active
401,Free,0,2024-01-21,2025-02-05,AU,Churned
402,Pro,15,2022-03-20,,UK,Active
403,Free,0,2023-10-28,,US,Active
404,Pro,15,2024-03-08,2025-03-22,CA,Churned
405,Business,30,2023-06-14,2024-06-04,AU,Churned
406,Free,0,2022-01-18,,JP,Active
407,Free,0,2022-07-01,2023-04-01,US,Churned
408,Pro,15,2022-01-26,,AU,Active
409,Free,0,2023-01-24,2023-08-15,CA,Churned
410,Free,0,2023-09-26,,UK,Active
411,Free,0,2023-03-24,,AU,Active
412,Free,0,2022-12-24,2023-09-29,CA,Churned
413,Business,30,2022-12-18,2023-05-04,JP,Churned
414,Free,0,2023-06-21,,CA,Active
415,Free,0,2023-07-16,,US,Active
416,Pro,15,2022-01-20,,UK,Active
417,Free,0,2023-03-23,,JP,Active
418,Pro,15,2023-01-19,,AU,Active
419,Free,0,2023-10-07,,JP,Active
420,Free,0,2022-01-26,,UK,Active
421,Pro,15,2022-11-22,,AU,Active
422,Pro,15,2023-12-02,,AU,Active
423,Free,0,2022-09-16,2022-12-27,JP,Churned
424,Business,30,2023-12-27,,UK,Active
425,Pro,15,2022-08-08,,US,Active
426,Pro,15,2024-01-15,,CA,Active
427,Pro,15,2022-10-10,,AU,Active
428,Pro,15,2022-05-05,2023-05-15,UK,Churned
429,Pro,15,2022-06-01,2023-05-18,CA,Churned
430,Pro,15,2023-09-04,,AU,Active
431,Pro,15,2023-08-25,,JP,Active
432,Free,0,2022-06-07,2023-04-15,UK,Churned
433,Free,0,2023-07-01,,US,Active
434,Business,30,2023-10-31,,US,Active
435,Free,0,2024-03-29,,JP,Active
436,Free,0,2023-11-10,,US,Active
437,Business,30,2023-01-07,,CA,Active
438,Free,0,2023-02-06,2023-06-05,US,Churned
439,Pro,15,2022-11-19,,US,Active
440,Free,0,2023-12-31,,AU,Active
441,Pro,15,2023-08-07,,US,Active
442,Pro,15,2023-02-18,,UK,Active
443,Pro,15,2024-01-24,,UK,Active
444,Pro,15,2023-02-28,,JP,Active
445,Business,30,2024-01-01,,CA,Active
446,Free,0,2024-03-29,2024-10-15,JP,Churned
447,Pro,15,2024-01-21,,AU,Active
448,Pro,15,2022-03-11,2022-05-19,AU,Churned
449,Pro,15,2022-04-15,,US,Active
450,Pro,15,2022-02-11,,JP,Active
451,Free,0,2022-10-03,,UK,Active
452,Pro,15,2023-04-08,,AU,Active
453,Free,0,2023-03-29,,US,Active
454,Pro,15,2023-02-14,2023-11-27,US,Churned
455,Free,0,2023-06-25,,AU,Active
456,Free,0,2022-02-16,2022-10-03,AU,Churned
457,Free,0,2023-03-05,2023-09-04,US,Churned
458,Business,30,2022-01-11,,CA,Active
459,Pro,15,2022-08-10,,UK,Active
460,Free,0,2022-04-30,2023-04-19,AU,Churned
461,Business,30,2022-09-03,,UK,Active
462,Pro,15,2022-06-13,2022-10-25,US,Churned
463,Business,30,2023-12-05,2024-08-28,JP,Churned
464,Business,30,2023-03-02,,CA,Active
465,Business,30,2022-08-24,,AU,Active
466,Free,0,2022-12-31,,UK,Active
467,Pro,15,2023-07-21,,JP,Active
468,Free,0,2022-12-17,,CA,Active
469,Free,0,2023-09-29,,CA,Active
470,Free,0,2022-11-02,2023-05-13,CA,Churned
471,Pro,15,2023-06-28,,US,Active
472,Pro,15,2023-02-24,2023-07-08,CA,Churned
473,Free,0,2024-05-07,,UK,Active
474,Business,30,2022-02-08,,US,Active
475,Pro,15,2023-01-12,,CA,Active
476,Pro,15,2023-08-04,,CA,Active
477,Free,0,2024-05-12,2024-12-04,CA,Churned
478,Pro,15,2022-01-03,,UK,Active
479,Pro,15,2022-08-10,2023-04-17,AU,Churned
480,Pro,15,2024-02-01,,CA,Active
481,Business,30,2022-01-22,,US,Active
482,Business,30,2024-02-03,2025-01-12,AU,Churned
483,Free,0,2023-02-03,,US,Active
484,Free,0,2024-04-20,,UK,Active
485,Pro,15,2023-06-22,,US,Active
486,Pro,15,2023-01-28,,UK,Active
487,Business,30,2023-06-27,2024-03-07,US,Churned
488,Free,0,2022-04-07,,JP,Active
489,Business,30,2023-06-26,2024-06-18,CA,Churned
490,Free,0,2023-01-17,2023-11-20,US,Churned
491,Pro,15,2022-02-04,,JP,Active
492,Free,0,2022-07-22,,US,Active
493,Business,30,2022-06-06,,AU,Active
494,Free,0,2023-08-10,2024-01-20,AU,Churned
495,Free,0,2022-12-27,,CA,Active
496,Pro,15,2023-12-03,,AU,Active
497,Free,0,2022-03-09,2022-12-06,US,Churned
498,Business,30,2022-08-23,,US,Active
499,Business,30,2022-05-03,,US,Active
500,Free,0,2023-09-25,,US,Active
501,Business,30,2022-03-20,2022-12-02,CA,Churned
502,Business,30,2022-05-31,2023-06-16,JP,Churned
503,Free,0,2023-06-06,2024-01-13,CA,Churned
504,Pro,15,2023-02-14,,AU,Active
505,Business,30,2024-04-28,2024-10-10,UK,Churned
506,Pro,15,2022-04-03,2022-05-09,JP,Churned
507,Pro,15,2022-12-06,,JP,Active
508,Free,0,2023-07-13,2024-04-20,CA,Churned
509,Pro,15,2024-04-30,2025-01-05,AU,Churned
510,Free,0,2024-06-17,,CA,Active
511,Free,0,2024-01-02,,CA,Active
512,Business,30,2024-01-27,2024-07-11,US,Churned
513,Free,0,2022-10-12,,US,Active
514,Free,0,2023-05-02,,US,Active
515,Pro,15,2024-04-26,,AU,Active
516,Free,0,2023-01-10,2023-08-17,JP,Churned
517,Pro,15,2022-10-03,2023-04-05,JP,Churned
518,Free,0,2022-10-01,,UK,Active
519,Business,30,2022-10-12,,JP,Active
520,Free,0,2024-01-04,2024-10-30,AU,Churned
521,Free,0,2023-04-20,,JP,Active
522,Business,30,2023-02-25,,UK,Active
523,Free,0,2022-08-29,,US,Active
524,Pro,15,2024-05-19,,CA,Active
525,Free,0,2024-03-09,,CA,Active
526,Business,30,2022-03-06,,CA,Active
527,Free,0,2022-01-27,2022-10-30,UK,Churned
528,Free,0,2022-08-04,,AU,Active
529,Free,0,2022-03-14,2023-02-15,US,Churned
530,Free,0,2023-06-22,,US,Active
531,Free,0,2023-07-12,,JP,Active
532,Business,30,2022-03-14,,JP,Active
533,Free,0,2023-10-01,,US,Active
534,Business,30,2022-06-16,2022-09-05,US,Churned
535,Pro,15,2023-04-02,,UK,Active
536,Pro,15,2022-09-21,,JP,Active
537,Free,0,2023-03-26,,CA,Active
538,Pro,15,2024-02-08,,US,Active
539,Free,0,2023-05-16,,JP,Active
540,Business,30,2023-08-23,2024-03-14,US,Churned
541,Free,0,2022-07-12,,AU,Active
542,Pro,15,2023-06-21,2023-09-21,CA,Churned
543,Pro,15,2022-03-06,2022-10-24,CA,Churned
544,Free,0,2024-02-25,,CA,Active
545,Free,0,2022-12-05,2023-06-27,AU,Churned
546,Pro,15,2022-11-28,2023-11-05,CA,Churned
547,Free,0,2023-07-22,,AU,Active
548,Pro,15,2022-01-08,,AU,Active
549,Pro,15,2022-10-18,,US,Active
550,Free,0,2024-03-19,2024-05-04,AU,Churned
551,Pro,15,2022-10-17,,JP,Active
552,Free,0,2022-10-12,2023-03-23,UK,Churned
553,Free,0,2022-04-24,,CA,Active
554,Pro,15,2022-03-25,,CA,Active
555,Pro,15,2023-01-28,,UK,Active
556,Business,30,2024-03-21,2024-05-22,US,Churned
557,Free,0,2023-06-28,,US,Active
558,Free,0,2024-06-03,,JP,Active
559,Pro,15,2022-12-28,2023-07-23,JP,Churned
560,Pro,15,2023-01-05,,UK,Active
561,Free,0,2023-03-31,,CA,Active
562,Free,0,2022-12-07,2023-09-24,AU,Churned
563,Business,30,2022-11-13,,AU,Active
564,Free,0,2023-06-04,,US,Active
565,Free,0,2022-12-10,,UK,Active
566,Business,30,2023-02-27,2023-07-16,UK,Churned
567,Free,0,2023-11-23,,US,Active
568,Free,0,2022-03-05,,JP,Active
569,Free,0,2022-07-28,,JP,Active
570,Business,30,2024-05-10,,JP,Active
571,Pro,15,2023-08-27,,AU,Active
572,Business,30,2022-05-26,,AU,Active
573,Pro,15,2022-02-22,,CA,Active
574,Business,30,2024-04-09,2025-03-07,US,Churned
575,Pro,15,2024-03-23,,CA,Active
576,Business,30,2022-06-23,2023-02-19,JP,Churned
577,Business,30,2024-06-16,,CA,Active
578,Free,0,2024-01-29,,UK,Active
579,Pro,15,2022-04-15,2023-04-14,AU,Churned
580,Free,0,2023-10-12,,JP,Active
581,Pro,15,2024-05-09,2025-05-31,CA,Churned
582,Business,30,2024-05-30,,US,Active
583,Free,0,2022-03-18,,AU,Active
584,Free,0,2023-04-13,2023-05-13,AU,Churned
585,Pro,15,2022-01-18,2022-03-30,JP,Churned
586,Free,0,2022-03-22,,UK,Active
587,Business,30,2024-03-07,,US,Active
588,Free,0,2023-07-12,2024-03-27,JP,Churned
589,Business,30,2022-06-11,2023-03-20,CA,Churned
590,Free,0,2024-03-09,,CA,Active
591,Pro,15,2023-07-24,,UK,Active
592,Pro,15,2023-01-02,,AU,Active
593,Free,0,2023-09-27,,JP,Active
594,Business,30,2023-02-24,2024-01-29,US,Churned
595,Pro,15,2022-05-18,,JP,Active
596,Pro,15,2022-10-14,,CA,Active
597,Business,30,2022-06-15,2023-03-14,CA,Churned
598,Free,0,2022-12-21,,AU,Active
599,Free,0,2023-08-10,,JP,Active
600,Pro,15,2024-03-11,,UK,Active
